Transaction_ID,Date,Time,Day_of_Week,Product_Name,Category,Quantity,Unit_Price,Total_Amount,Payment_Mode,Customer_Type,Is_Festival_Period
5767,2025-10-17,18:18:35,Friday,Tomatoes (Local) (1kg),Fresh Produce,3,35,105,Debit Card,Walk-in,Yes
5767,2025-10-17,18:18:35,Friday,Maaza (1.2L),Beverages,3,70,210,Debit Card,Walk-in,Yes
5767,2025-10-17,18:18:35,Friday,Green Chilies (250g),Fresh Produce,2,15,30,Debit Card,Walk-in,Yes
5767,2025-10-17,18:18:35,Friday,Sunflower Oil (1L),Groceries,2,145,290,Debit Card,Walk-in,Yes
5767,2025-10-17,18:18:35,Friday,Papaya (1kg),Fresh Produce,1,45,45,Debit Card,Walk-in,Yes
5767,2025-10-17,18:18:35,Friday,Mineral Water (20L),Beverages,6,80,480,Debit Card,Walk-in,Yes
5767,2025-10-17,18:18:35,Friday,Ghee (500ml),Groceries,2,380,760,Debit Card,Walk-in,Yes
5768,2025-10-17,09:14:01,Friday,Ghee (500ml),Groceries,3,380,1140,UPI,Walk-in,Yes
5768,2025-10-17,09:14:01,Friday,Amul Butter (100g),Dairy,3,56,168,UPI,Walk-in,Yes
5768,2025-10-17,09:14:01,Friday,Sunflower Oil (1L),Groceries,3,145,435,UPI,Walk-in,Yes
5768,2025-10-17,09:14:01,Friday,Good Day Biscuits,Snacks,6,30,180,UPI,Walk-in,Yes
5768,2025-10-17,09:14:01,Friday,Atta (Wheat Flour) (1kg),Groceries,5,42,210,UPI,Walk-in,Yes
5769,2025-10-17,19:36:30,Friday,Dairy Milk Silk,Snacks,5,80,400,UPI,Walk-in,Yes
5769,2025-10-17,19:36:30,Friday,Sona Masoori Rice (1kg),Groceries,3,55,165,UPI,Walk-in,Yes
5769,2025-10-17,19:36:30,Friday,Curd (500ml),Dairy,3,40,120,UPI,Walk-in,Yes
5769,2025-10-17,19:36:30,Friday,Basmati Rice (1kg),Groceries,2,120,240,UPI,Walk-in,Yes
5769,2025-10-17,19:36:30,Friday,Eggs (Tray 30),Dairy,2,180,360,UPI,Walk-in,Yes
5769,2025-10-17,19:36:30,Friday,Mineral Water (20L),Beverages,7,80,560,UPI,Walk-in,Yes
5770,2025-10-17,17:27:43,Friday,Atta (Wheat Flour) (1kg),Groceries,5,42,210,Credit Card,Member,Yes
5770,2025-10-17,17:27:43,Friday,Curd (500ml),Dairy,6,40,240,Credit Card,Member,Yes
5770,2025-10-17,17:27:43,Friday,Sona Masoori Rice (1kg),Groceries,3,55,165,Credit Card,Member,Yes
5770,2025-10-17,17:27:43,Friday,Mineral Water (20L),Beverages,5,80,400,Credit Card,Member,Yes
5771,2025-10-17,18:58:27,Friday,Sunflower Oil (1L),Groceries,3,145,435,Debit Card,Member,Yes
5771,2025-10-17,18:58:27,Friday,Dairy Milk Silk,Snacks,5,80,400,Debit Card,Member,Yes
5771,2025-10-17,18:58:27,Friday,Santoor Soap (4 Pack),Personal Care,1,140,140,Debit Card,Member,Yes
5771,2025-10-17,18:58:27,Friday,Onions (1kg),Fresh Produce,6,30,180,Debit Card,Member,Yes
5772,2025-10-17,19:13:14,Friday,Maaza (1.2L),Beverages,3,70,210,Debit Card,Walk-in,Yes
5772,2025-10-17,19:13:14,Friday,Sona Masoori Rice (1kg),Groceries,8,55,440,Debit Card,Walk-in,Yes
5772,2025-10-17,19:13:14,Friday,Palak (Bunch),Fresh Produce,1,20,20,Debit Card,Walk-in,Yes
5772,2025-10-17,19:13:14,Friday,Amul Butter (100g),Dairy,3,56,168,Debit Card,Walk-in,Yes
5772,2025-10-17,19:13:14,Friday,Bru Instant Coffee (50g),Beverages,1,95,95,Debit Card,Walk-in,Yes
5772,2025-10-17,19:13:14,Friday,Green Chilies (250g),Fresh Produce,2,15,30,Debit Card,Walk-in,Yes
5772,2025-10-17,19:13:14,Friday,Maggi Noodles (4 Pack),Snacks,5,56,280,Debit Card,Walk-in,Yes
5772,2025-10-17,19:13:14,Friday,Full Cream Milk (500ml),Dairy,5,34,170,Debit Card,Walk-in,Yes
5773,2025-10-17,15:33:17,Friday,Green Chilies (250g),Fresh Produce,2,15,30,Credit Card,Member,Yes
5773,2025-10-17,15:33:17,Friday,Basmati Rice (1kg),Groceries,3,120,360,Credit Card,Member,Yes
5773,2025-10-17,15:33:17,Friday,Bru Instant Coffee (50g),Beverages,1,95,95,Credit Card,Member,Yes
5773,2025-10-17,15:33:17,Friday,Maaza (1.2L),Beverages,2,70,140,Credit Card,Member,Yes
5774,2025-10-17,19:38:51,Friday,Good Day Biscuits,Snacks,3,30,90,Debit Card,Member,Yes
5774,2025-10-17,19:38:51,Friday,Colgate Toothpaste (200g),Personal Care,2,110,220,Debit Card,Member,Yes
5774,2025-10-17,19:38:51,Friday,Curd (500ml),Dairy,6,40,240,Debit Card,Member,Yes
5774,2025-10-17,19:38:51,Friday,Amul Butter (100g),Dairy,2,56,112,Debit Card,Member,Yes
5775,2025-10-17,18:55:53,Friday,Atta (Wheat Flour) (1kg),Groceries,3,42,126,Cash,Walk-in,Yes
5775,2025-10-17,18:55:53,Friday,Potatoes (1kg),Fresh Produce,4,28,112,Cash,Walk-in,Yes
5775,2025-10-17,18:55:53,Friday,Red Label Tea (500g),Beverages,1,210,210,Cash,Walk-in,Yes
5775,2025-10-17,18:55:53,Friday,Haldiram Bhujia (200g),Snacks,2,55,110,Cash,Walk-in,Yes
5775,2025-10-17,18:55:53,Friday,Mineral Water (20L),Beverages,10,80,800,Cash,Walk-in,Yes
5776,2025-10-17,12:14:48,Friday,Bru Instant Coffee (50g),Beverages,1,95,95,Debit Card,Member,Yes
5776,2025-10-17,12:14:48,Friday,Potatoes (1kg),Fresh Produce,5,28,140,Debit Card,Member,Yes
5776,2025-10-17,12:14:48,Friday,Green Chilies (250g),Fresh Produce,1,15,15,Debit Card,Member,Yes
5776,2025-10-17,12:14:48,Friday,Good Day Biscuits,Snacks,5,30,150,Debit Card,Member,Yes
5776,2025-10-17,12:14:48,Friday,Ghee (500ml),Groceries,2,380,760,Debit Card,Member,Yes
5777,2025-10-17,17:28:54,Friday,Haldiram Bhujia (200g),Snacks,5,55,275,UPI,Walk-in,Yes
5777,2025-10-17,17:28:54,Friday,Maggi Noodles (4 Pack),Snacks,5,56,280,UPI,Walk-in,Yes
5777,2025-10-17,17:28:54,Friday,Vim Liquid (500ml),Household,1,105,105,UPI,Walk-in,Yes
5777,2025-10-17,17:28:54,Friday,Palak (Bunch),Fresh Produce,1,20,20,UPI,Walk-in,Yes
5778,2025-10-17,13:05:23,Friday,Green Chilies (250g),Fresh Produce,1,15,15,Credit Card,Member,Yes
5778,2025-10-17,13:05:23,Friday,Rin Detergent Bar,Household,4,20,80,Credit Card,Member,Yes
5778,2025-10-17,13:05:23,Friday,Paneer (200g),Dairy,2,95,190,Credit Card,Member,Yes
5778,2025-10-17,13:05:23,Friday,Ghee (500ml),Groceries,2,380,760,Credit Card,Member,Yes
5779,2025-10-17,18:36:50,Friday,Bananas (Robusta) (Dozen),Fresh Produce,3,50,150,Cash,Walk-in,Yes
5779,2025-10-17,18:36:50,Friday,Basmati Rice (1kg),Groceries,3,120,360,Cash,Walk-in,Yes
5779,2025-10-17,18:36:50,Friday,Red Label Tea (500g),Beverages,1,210,210,Cash,Walk-in,Yes
5779,2025-10-17,18:36:50,Friday,Full Cream Milk (500ml),Dairy,5,34,170,Cash,Walk-in,Yes
5779,2025-10-17,18:36:50,Friday,Atta (Wheat Flour) (1kg),Groceries,4,42,168,Cash,Walk-in,Yes
5780,2025-10-17,15:16:12,Friday,Curd (500ml),Dairy,5,40,200,Debit Card,Walk-in,Yes
5780,2025-10-17,15:16:12,Friday,Dairy Milk Silk,Snacks,3,80,240,Debit Card,Walk-in,Yes
5780,2025-10-17,15:16:12,Friday,Maggi Noodles (4 Pack),Snacks,7,56,392,Debit Card,Walk-in,Yes
5780,2025-10-17,15:16:12,Friday,Mineral Water (20L),Beverages,4,80,320,Debit Card,Walk-in,Yes
5780,2025-10-17,15:16:12,Friday,Palak (Bunch),Fresh Produce,1,20,20,Debit Card,Walk-in,Yes
5781,2025-10-18,18:17:56,Saturday,Surf Excel Powder (1kg),Household,1,135,135,Credit Card,Walk-in,Yes
5781,2025-10-18,18:17:56,Saturday,Eggs (Tray 30),Dairy,3,180,540,Credit Card,Walk-in,Yes
5781,2025-10-18,18:17:56,Saturday,Bru Instant Coffee (50g),Beverages,1,95,95,Credit Card,Walk-in,Yes
5782,2025-10-18,10:57:07,Saturday,Mineral Water (20L),Beverages,3,80,240,UPI,Member,Yes
5782,2025-10-18,10:57:07,Saturday,Paneer (200g),Dairy,3,95,285,UPI,Member,Yes
5782,2025-10-18,10:57:07,Saturday,Surf Excel Powder (1kg),Household,1,135,135,UPI,Member,Yes
5783,2025-10-18,19:49:38,Saturday,Curry Leaves (Bunch),Fresh Produce,1,10,10,UPI,Walk-in,Yes
5783,2025-10-18,19:49:38,Saturday,Full Cream Milk (500ml),Dairy,7,34,238,UPI,Walk-in,Yes
5783,2025-10-18,19:49:38,Saturday,Potatoes (1kg),Fresh Produce,7,28,196,UPI,Walk-in,Yes
5784,2025-10-18,14:34:42,Saturday,Dairy Milk Silk,Snacks,2,80,160,Cash,Member,Yes
5784,2025-10-18,14:34:42,Saturday,Curd (500ml),Dairy,2,40,80,Cash,Member,Yes
5784,2025-10-18,14:34:42,Saturday,Santoor Soap (4 Pack),Personal Care,1,140,140,Cash,Member,Yes
5784,2025-10-18,14:34:42,Saturday,Amul Butter (100g),Dairy,3,56,168,Cash,Member,Yes
5784,2025-10-18,14:34:42,Saturday,Sona Masoori Rice (1kg),Groceries,6,55,330,Cash,Member,Yes
5784,2025-10-18,14:34:42,Saturday,Sugar (1kg),Groceries,2,44,88,Cash,Member,Yes
5785,2025-10-18,12:47:54,Saturday,Good Day Biscuits,Snacks,4,30,120,Credit Card,Member,Yes
5785,2025-10-18,12:47:54,Saturday,Sunflower Oil (1L),Groceries,2,145,290,Credit Card,Member,Yes
5785,2025-10-18,12:47:54,Saturday,Palak (Bunch),Fresh Produce,3,20,60,Credit Card,Member,Yes
5785,2025-10-18,12:47:54,Saturday,Sugar (1kg),Groceries,3,44,132,Credit Card,Member,Yes
5785,2025-10-18,12:47:54,Saturday,Curd (500ml),Dairy,4,40,160,Credit Card,Member,Yes
5786,2025-10-18,20:27:39,Saturday,Atta (Wheat Flour) (1kg),Groceries,2,42,84,Cash,Walk-in,Yes
5786,2025-10-18,20:27:39,Saturday,Potatoes (1kg),Fresh Produce,1,28,28,Cash,Walk-in,Yes
5786,2025-10-18,20:27:39,Saturday,Sugar (1kg),Groceries,3,44,132,Cash,Walk-in,Yes
5786,2025-10-18,20:27:39,Saturday,Red Label Tea (500g),Beverages,1,210,210,Cash,Walk-in,Yes
5786,2025-10-18,20:27:39,Saturday,Haldiram Bhujia (200g),Snacks,2,55,110,Cash,Walk-in,Yes
5787,2025-10-18,18:21:04,Saturday,Vim Liquid (500ml),Household,1,105,105,Cash,Member,Yes
5787,2025-10-18,18:21:04,Saturday,Bru Instant Coffee (50g),Beverages,1,95,95,Cash,Member,Yes
5787,2025-10-18,18:21:04,Saturday,Rin Detergent Bar,Household,1,20,20,Cash,Member,Yes
5787,2025-10-18,18:21:04,Saturday,Curd (500ml),Dairy,6,40,240,Cash,Member,Yes
5787,2025-10-18,18:21:04,Saturday,Maaza (1.2L),Beverages,1,70,70,Cash,Member,Yes
5787,2025-10-18,18:21:04,Saturday,Ghee (500ml),Groceries,3,380,1140,Cash,Member,Yes
5788,2025-10-18,17:47:24,Saturday,Santoor Soap (4 Pack),Personal Care,1,140,140,Debit Card,Walk-in,Yes
5788,2025-10-18,17:47:24,Saturday,Full Cream Milk (500ml),Dairy,7,34,238,Debit Card,Walk-in,Yes
5788,2025-10-18,17:47:24,Saturday,Bananas (Robusta) (Dozen),Fresh Produce,2,50,100,Debit Card,Walk-in,Yes
5788,2025-10-18,17:47:24,Saturday,Surf Excel Powder (1kg),Household,1,135,135,Debit Card,Walk-in,Yes
5788,2025-10-18,17:47:24,Saturday,Colgate Toothpaste (200g),Personal Care,1,110,110,Debit Card,Walk-in,Yes
5788,2025-10-18,17:47:24,Saturday,Papaya (1kg),Fresh Produce,1,45,45,Debit Card,Walk-in,Yes
5789,2025-10-18,11:35:17,Saturday,Moong Dal (1kg),Groceries,2,110,220,Debit Card,Member,Yes
5789,2025-10-18,11:35:17,Saturday,Toor Dal (1kg),Groceries,3,135,405,Debit Card,Member,Yes
5789,2025-10-18,11:35:17,Saturday,Basmati Rice (1kg),Groceries,3,120,360,Debit Card,Member,Yes
5790,2025-10-18,18:07:48,Saturday,Eggs (Tray 30),Dairy,3,180,540,UPI,Walk-in,Yes
5790,2025-10-18,18:07:48,Saturday,Green Chilies (250g),Fresh Produce,2,15,30,UPI,Walk-in,Yes
5790,2025-10-18,18:07:48,Saturday,Palak (Bunch),Fresh Produce,4,20,80,UPI,Walk-in,Yes
5790,2025-10-18,18:07:48,Saturday,Good Day Biscuits,Snacks,5,30,150,UPI,Walk-in,Yes
5790,2025-10-18,18:07:48,Saturday,Curry Leaves (Bunch),Fresh Produce,1,10,10,UPI,Walk-in,Yes
5791,2025-10-18,17:40:50,Saturday,Curd (500ml),Dairy,3,40,120,Credit Card,Member,Yes
5791,2025-10-18,17:40:50,Saturday,Onions (1kg),Fresh Produce,5,30,150,Credit Card,Member,Yes
5791,2025-10-18,17:40:50,Saturday,Sona Masoori Rice (1kg),Groceries,7,55,385,Credit Card,Member,Yes
5791,2025-10-18,17:40:50,Saturday,Maggi Noodles (4 Pack),Snacks,10,56,560,Credit Card,Member,Yes
5791,2025-10-18,17:40:50,Saturday,Curry Leaves (Bunch),Fresh Produce,1,10,10,Credit Card,Member,Yes
5791,2025-10-18,17:40:50,Saturday,Potatoes (1kg),Fresh Produce,4,28,112,Credit Card,Member,Yes
5792,2025-10-18,12:31:21,Saturday,Eggs (Tray 30),Dairy,3,180,540,UPI,Member,Yes
5792,2025-10-18,12:31:21,Saturday,Haldiram Bhujia (200g),Snacks,4,55,220,UPI,Member,Yes
5792,2025-10-18,12:31:21,Saturday,Ghee (500ml),Groceries,2,380,760,UPI,Member,Yes
5792,2025-10-18,12:31:21,Saturday,Rin Detergent Bar,Household,3,20,60,UPI,Member,Yes
5792,2025-10-18,12:31:21,Saturday,Palak (Bunch),Fresh Produce,1,20,20,UPI,Member,Yes
5792,2025-10-18,12:31:21,Saturday,Sona Masoori Rice (1kg),Groceries,8,55,440,UPI,Member,Yes
5793,2025-10-18,09:35:50,Saturday,Curry Leaves (Bunch),Fresh Produce,1,10,10,Credit Card,Member,Yes
5793,2025-10-18,09:35:50,Saturday,Full Cream Milk (500ml),Dairy,6,34,204,Credit Card,Member,Yes
5793,2025-10-18,09:35:50,Saturday,Rin Detergent Bar,Household,3,20,60,Credit Card,Member,Yes
5793,2025-10-18,09:35:50,Saturday,Maaza (1.2L),Beverages,1,70,70,Credit Card,Member,Yes
5793,2025-10-18,09:35:50,Saturday,Curd (500ml),Dairy,4,40,160,Credit Card,Member,Yes
5793,2025-10-18,09:35:50,Saturday,Mineral Water (20L),Beverages,8,80,640,Credit Card,Member,Yes
5794,2025-10-18,19:11:42,Saturday,Sona Masoori Rice (1kg),Groceries,3,55,165,UPI,Walk-in,Yes
5794,2025-10-18,19:11:42,Saturday,Sunflower Oil (1L),Groceries,3,145,435,UPI,Walk-in,Yes
5794,2025-10-18,19:11:42,Saturday,Santoor Soap (4 Pack),Personal Care,1,140,140,UPI,Walk-in,Yes
5794,2025-10-18,19:11:42,Saturday,Maaza (1.2L),Beverages,3,70,210,UPI,Walk-in,Yes
5794,2025-10-18,19:11:42,Saturday,Mineral Water (20L),Beverages,5,80,400,UPI,Walk-in,Yes
5795,2025-10-18,17:12:28,Saturday,Sugar (1kg),Groceries,2,44,88,Credit Card,Walk-in,Yes
5795,2025-10-18,17:12:28,Saturday,Surf Excel Powder (1kg),Household,1,135,135,Credit Card,Walk-in,Yes
5795,2025-10-18,17:12:28,Saturday,Lays Chips (Magic Masala),Snacks,7,20,140,Credit Card,Walk-in,Yes
5795,2025-10-18,17:12:28,Saturday,Palak (Bunch),Fresh Produce,3,20,60,Credit Card,Walk-in,Yes
5796,2025-10-18,13:57:47,Saturday,Rin Detergent Bar,Household,2,20,40,UPI,Walk-in,Yes
5796,2025-10-18,13:57:47,Saturday,Good Day Biscuits,Snacks,7,30,210,UPI,Walk-in,Yes
5796,2025-10-18,13:57:47,Saturday,Dairy Milk Silk,Snacks,3,80,240,UPI,Walk-in,Yes
5796,2025-10-18,13:57:47,Saturday,Potatoes (1kg),Fresh Produce,5,28,140,UPI,Walk-in,Yes
5796,2025-10-18,13:57:47,Saturday,Curd (500ml),Dairy,2,40,80,UPI,Walk-in,Yes
5797,2025-10-18,10:12:41,Saturday,Red Label Tea (500g),Beverages,1,210,210,Cash,Walk-in,Yes
5797,2025-10-18,10:12:41,Saturday,Tomatoes (Local) (1kg),Fresh Produce,5,35,175,Cash,Walk-in,Yes
5797,2025-10-18,10:12:41,Saturday,Toor Dal (1kg),Groceries,2,135,270,Cash,Walk-in,Yes
5797,2025-10-18,10:12:41,Saturday,Onions (1kg),Fresh Produce,9,30,270,Cash,Walk-in,Yes
5797,2025-10-18,10:12:41,Saturday,Maggi Noodles (4 Pack),Snacks,6,56,336,Cash,Walk-in,Yes
5798,2025-10-18,15:12:54,Saturday,Santoor Soap (4 Pack),Personal Care,1,140,140,UPI,Walk-in,Yes
5798,2025-10-18,15:12:54,Saturday,Full Cream Milk (500ml),Dairy,7,34,238,UPI,Walk-in,Yes
5798,2025-10-18,15:12:54,Saturday,Maggi Noodles (4 Pack),Snacks,2,56,112,UPI,Walk-in,Yes
5798,2025-10-18,15:12:54,Saturday,Curry Leaves (Bunch),Fresh Produce,2,10,20,UPI,Walk-in,Yes
5798,2025-10-18,15:12:54,Saturday,Green Chilies (250g),Fresh Produce,2,15,30,UPI,Walk-in,Yes
5798,2025-10-18,15:12:54,Saturday,Maaza (1.2L),Beverages,1,70,70,UPI,Walk-in,Yes
5799,2025-10-18,19:43:22,Saturday,Mineral Water (20L),Beverages,2,80,160,UPI,Walk-in,Yes
5799,2025-10-18,19:43:22,Saturday,Sugar (1kg),Groceries,2,44,88,UPI,Walk-in,Yes
5799,2025-10-18,19:43:22,Saturday,Full Cream Milk (500ml),Dairy,7,34,238,UPI,Walk-in,Yes
5799,2025-10-18,19:43:22,Saturday,Palak (Bunch),Fresh Produce,4,20,80,UPI,Walk-in,Yes
5799,2025-10-18,19:43:22,Saturday,Lays Chips (Magic Masala),Snacks,10,20,200,UPI,Walk-in,Yes
5799,2025-10-18,19:43:22,Saturday,Green Chilies (250g),Fresh Produce,1,15,15,UPI,Walk-in,Yes
5800,2025-10-18,14:48:30,Saturday,Sugar (1kg),Groceries,4,44,176,Cash,Member,Yes
5800,2025-10-18,14:48:30,Saturday,Papaya (1kg),Fresh Produce,1,45,45,Cash,Member,Yes
5800,2025-10-18,14:48:30,Saturday,Dairy Milk Silk,Snacks,2,80,160,Cash,Member,Yes
5800,2025-10-18,14:48:30,Saturday,Lays Chips (Magic Masala),Snacks,2,20,40,Cash,Member,Yes
5801,2025-10-18,19:26:55,Saturday,Paneer (200g),Dairy,3,95,285,Debit Card,Member,Yes
5801,2025-10-18,19:26:55,Saturday,Vim Liquid (500ml),Household,1,105,105,Debit Card,Member,Yes
5801,2025-10-18,19:26:55,Saturday,Tata Salt (1kg),Groceries,2,24,48,Debit Card,Member,Yes
5801,2025-10-18,19:26:55,Saturday,Curd (500ml),Dairy,3,40,120,Debit Card,Member,Yes
5801,2025-10-18,19:26:55,Saturday,Palak (Bunch),Fresh Produce,4,20,80,Debit Card,Member,Yes
5802,2025-10-18,20:47:15,Saturday,Full Cream Milk (500ml),Dairy,13,34,442,Debit Card,Member,Yes
5802,2025-10-18,20:47:15,Saturday,Sona Masoori Rice (1kg),Groceries,6,55,330,Debit Card,Member,Yes
5802,2025-10-18,20:47:15,Saturday,Santoor Soap (4 Pack),Personal Care,1,140,140,Debit Card,Member,Yes
5802,2025-10-18,20:47:15,Saturday,Bananas (Robusta) (Dozen),Fresh Produce,2,50,100,Debit Card,Member,Yes
5802,2025-10-18,20:47:15,Saturday,Sugar (1kg),Groceries,3,44,132,Debit Card,Member,Yes
5803,2025-10-18,20:42:27,Saturday,Surf Excel Powder (1kg),Household,1,135,135,Cash,Walk-in,Yes
5803,2025-10-18,20:42:27,Saturday,Paneer (200g),Dairy,3,95,285,Cash,Walk-in,Yes
5803,2025-10-18,20:42:27,Saturday,Moong Dal (1kg),Groceries,3,110,330,Cash,Walk-in,Yes
5803,2025-10-18,20:42:27,Saturday,Green Chilies (250g),Fresh Produce,2,15,30,Cash,Walk-in,Yes
5803,2025-10-18,20:42:27,Saturday,Santoor Soap (4 Pack),Personal Care,1,140,140,Cash,Walk-in,Yes
5804,2025-10-18,15:54:03,Saturday,Maaza (1.2L),Beverages,1,70,70,Credit Card,Walk-in,Yes
5804,2025-10-18,15:54:03,Saturday,Sona Masoori Rice (1kg),Groceries,11,55,605,Credit Card,Walk-in,Yes
5804,2025-10-18,15:54:03,Saturday,Maggi Noodles (4 Pack),Snacks,8,56,448,Credit Card,Walk-in,Yes
5804,2025-10-18,15:54:03,Saturday,Onions (1kg),Fresh Produce,6,30,180,Credit Card,Walk-in,Yes
5804,2025-10-18,15:54:03,Saturday,Curd (500ml),Dairy,5,40,200,Credit Card,Walk-in,Yes
5805,2025-10-18,13:57:44,Saturday,Bananas (Robusta) (Dozen),Fresh Produce,3,50,150,Debit Card,Walk-in,Yes
5805,2025-10-18,13:57:44,Saturday,Haldiram Bhujia (200g),Snacks,3,55,165,Debit Card,Walk-in,Yes
5805,2025-10-18,13:57:44,Saturday,Maggi Noodles (4 Pack),Snacks,3,56,168,Debit Card,Walk-in,Yes
5805,2025-10-18,13:57:44,Saturday,Ghee (500ml),Groceries,2,380,760,Debit Card,Walk-in,Yes
5806,2025-10-18,11:22:24,Saturday,Amul Butter (100g),Dairy,3,56,168,UPI,Walk-in,Yes
5806,2025-10-18,11:22:24,Saturday,Ghee (500ml),Groceries,3,380,1140,UPI,Walk-in,Yes
5806,2025-10-18,11:22:24,Saturday,Toor Dal (1kg),Groceries,3,135,405,UPI,Walk-in,Yes
5806,2025-10-18,11:22:24,Saturday,Tata Salt (1kg),Groceries,2,24,48,UPI,Walk-in,Yes
5806,2025-10-18,11:22:24,Saturday,Paneer (200g),Dairy,3,95,285,UPI,Walk-in,Yes
5806,2025-10-18,11:22:24,Saturday,Sunflower Oil (1L),Groceries,2,145,290,UPI,Walk-in,Yes
5807,2025-10-18,12:28:37,Saturday,Papaya (1kg),Fresh Produce,1,45,45,Debit Card,Member,Yes
5807,2025-10-18,12:28:37,Saturday,Onions (1kg),Fresh Produce,1,30,30,Debit Card,Member,Yes
5807,2025-10-18,12:28:37,Saturday,Good Day Biscuits,Snacks,3,30,90,Debit Card,Member,Yes
5807,2025-10-18,12:28:37,Saturday,Maggi Noodles (4 Pack),Snacks,3,56,168,Debit Card,Member,Yes
5807,2025-10-18,12:28:37,Saturday,Surf Excel Powder (1kg),Household,1,135,135,Debit Card,Member,Yes
5808,2025-10-18,18:29:32,Saturday,Full Cream Milk (500ml),Dairy,7,34,238,Debit Card,Walk-in,Yes
5808,2025-10-18,18:29:32,Saturday,Toor Dal (1kg),Groceries,3,135,405,Debit Card,Walk-in,Yes
5808,2025-10-18,18:29:32,Saturday,Vim Liquid (500ml),Household,1,105,105,Debit Card,Walk-in,Yes
5808,2025-10-18,18:29:32,Saturday,Surf Excel Powder (1kg),Household,1,135,135,Debit Card,Walk-in,Yes
5808,2025-10-18,18:29:32,Saturday,Amul Butter (100g),Dairy,2,56,112,Debit Card,Walk-in,Yes
5808,2025-10-18,18:29:32,Saturday,Sona Masoori Rice (1kg),Groceries,7,55,385,Debit Card,Walk-in,Yes
5808,2025-10-18,18:29:32,Saturday,Dairy Milk Silk,Snacks,3,80,240,Debit Card,Walk-in,Yes
5808,2025-10-18,18:29:32,Saturday,Eggs (Tray 30),Dairy,3,180,540,Debit Card,Walk-in,Yes
5809,2025-10-18,19:13:27,Saturday,Colgate Toothpaste (200g),Personal Care,1,110,110,Debit Card,Walk-in,Yes
5809,2025-10-18,19:13:27,Saturday,Vim Liquid (500ml),Household,1,105,105,Debit Card,Walk-in,Yes
5809,2025-10-18,19:13:27,Saturday,Papaya (1kg),Fresh Produce,1,45,45,Debit Card,Walk-in,Yes
5809,2025-10-18,19:13:27,Saturday,Surf Excel Powder (1kg),Household,1,135,135,Debit Card,Walk-in,Yes
5809,2025-10-18,19:13:27,Saturday,Paneer (200g),Dairy,3,95,285,Debit Card,Walk-in,Yes
5809,2025-10-18,19:13:27,Saturday,Potatoes (1kg),Fresh Produce,4,28,112,Debit Card,Walk-in,Yes
5810,2025-10-18,18:06:25,Saturday,Lays Chips (Magic Masala),Snacks,4,20,80,UPI,Member,Yes
5810,2025-10-18,18:06:25,Saturday,Moong Dal (1kg),Groceries,3,110,330,UPI,Member,Yes
5810,2025-10-18,18:06:25,Saturday,Onions (1kg),Fresh Produce,3,30,90,UPI,Member,Yes
5810,2025-10-18,18:06:25,Saturday,Good Day Biscuits,Snacks,3,30,90,UPI,Member,Yes
5810,2025-10-18,18:06:25,Saturday,Vim Liquid (500ml),Household,1,105,105,UPI,Member,Yes
5811,2025-10-18,12:45:41,Saturday,Onions (1kg),Fresh Produce,2,30,60,Credit Card,Member,Yes
5811,2025-10-18,12:45:41,Saturday,Green Chilies (250g),Fresh Produce,2,15,30,Credit Card,Member,Yes
5811,2025-10-18,12:45:41,Saturday,Colgate Toothpaste (200g),Personal Care,1,110,110,Credit Card,Member,Yes
5811,2025-10-18,12:45:41,Saturday,Sona Masoori Rice (1kg),Groceries,9,55,495,Credit Card,Member,Yes
5811,2025-10-18,12:45:41,Saturday,Atta (Wheat Flour) (1kg),Groceries,2,42,84,Credit Card,Member,Yes
5811,2025-10-18,12:45:41,Saturday,Potatoes (1kg),Fresh Produce,5,28,140,Credit Card,Member,Yes
5812,2025-10-18,13:37:12,Saturday,Basmati Rice (1kg),Groceries,3,120,360,Credit Card,Member,Yes
5812,2025-10-18,13:37:12,Saturday,Onions (1kg),Fresh Produce,4,30,120,Credit Card,Member,Yes
5812,2025-10-18,13:37:12,Saturday,Tomatoes (Local) (1kg),Fresh Produce,3,35,105,Credit Card,Member,Yes
5813,2025-10-18,15:26:33,Saturday,Bru Instant Coffee (50g),Beverages,1,95,95,Debit Card,Walk-in,Yes
5813,2025-10-18,15:26:33,Saturday,Green Chilies (250g),Fresh Produce,2,15,30,Debit Card,Walk-in,Yes
5813,2025-10-18,15:26:33,Saturday,Lays Chips (Magic Masala),Snacks,11,20,220,Debit Card,Walk-in,Yes
5813,2025-10-18,15:26:33,Saturday,Mineral Water (20L),Beverages,5,80,400,Debit Card,Walk-in,Yes
5814,2025-10-18,20:34:54,Saturday,Surf Excel Powder (1kg),Household,1,135,135,UPI,Member,Yes
5814,2025-10-18,20:34:54,Saturday,Basmati Rice (1kg),Groceries,3,120,360,UPI,Member,Yes
5814,2025-10-18,20:34:54,Saturday,Vim Liquid (500ml),Household,1,105,105,UPI,Member,Yes
5814,2025-10-18,20:34:54,Saturday,Paneer (200g),Dairy,3,95,285,UPI,Member,Yes
5814,2025-10-18,20:34:54,Saturday,Ghee (500ml),Groceries,2,380,760,UPI,Member,Yes
5815,2025-10-18,16:20:46,Saturday,Tomatoes (Local) (1kg),Fresh Produce,8,35,280,UPI,Walk-in,Yes
5815,2025-10-18,16:20:46,Saturday,Onions (1kg),Fresh Produce,9,30,270,UPI,Walk-in,Yes
